Type,Time,Expected,Origin/Destination,Airline,Flight Number,Status,Note,Date Scraped
Departures,13:30,14:00,Munich,Lufthansa,LH2397,Departed 14:15,,26-10-24 23:55
Departures,14:05,,Tirana,Wizz Air,W45124,Departed 14:27,,26-10-24 23:55
Departures,14:05,14:20,Naples,easyJet,EC4230,Departed 14:40,,26-10-24 23:55
Departures,14:05,14:30,Fuerteventura,easyJet,DS1023,Departed 14:59,,26-10-24 23:55
Departures,14:15,,Pristina,GP Aviation,IV801,Departed 14:26,,26-10-24 23:55
Departures,14:15,,Fuerteventura,Enter Air,E4947,Departed 15:01,,26-10-24 23:55
Departures,14:15,15:30,Frankfurt,Lufthansa,LH1205,Departed 15:40,,26-10-24 23:55
Departures,14:20,,Amsterdam,KLM,KL1946,Departed 14:42,,26-10-24 23:55
Departures,14:20,14:25,Ajaccio,easyJet,DS1063,Departed 14:35,,26-10-24 23:55
Departures,14:25,,Berlin,easyJet,DS1187,Departed 14:47,,26-10-24 23:55
Departures,14:45,14:55,Barcelona,easyJet,EC7102,Departed 15:09,,26-10-24 23:55
Departures,15:00,,Turin,Zimex Austria,AZD401,Departed 14:43,Cargo,26-10-24 23:55
Departures,15:00,,Barcelona,Vueling,VY6261,Departed 15:43,,26-10-24 23:55
Departures,15:05,,Paris Charles De Gaulle,Enter Air,E4756,Departed 15:11,,26-10-24 23:55
Departures,15:05,,Larnaca,easyJet,DS1273,Departed 15:26,,26-10-24 23:55
Departures,15:10,,Izmir,SunExpress,XQ913,Departed 15:22,,26-10-24 23:55
Departures,15:10,,Agadir,easyJet,DS1251,Departed 15:28,,26-10-24 23:55
Departures,15:20,15:25,Nis,Wizz Air,W64196,Departed 15:44,,26-10-24 23:55
Departures,15:40,,Mahon,easyJet,DS1013,Departed 16:26,,26-10-24 23:55
Departures,15:55,21:25,Palma,easyJet,EC7274,Departed 22:07,,26-10-24 23:55
Departures,16:00,,Dresden,Globe Air,GAC625,Departed 16:22,Cargo,26-10-24 23:55
Departures,16:00,,Marrakech,easyJet,DS1253,Departed 16:02,,26-10-24 23:55
Departures,16:20,17:40,London Stansted,Ryanair,FR4181,Departed 18:01,,26-10-24 23:55
Departures,16:30,,Banja Luka,Wizz Air,W64360,Departed 16:45,,26-10-24 23:55
Departures,17:20,17:45,Porto,easyJet,EC9734,Departed 17:55,,26-10-24 23:55
Departures,17:50,,Istanbul Sabiha Gökcen,Pegasus Airlines,PC942,Departed 17:53,,26-10-24 23:55
Departures,17:50,19:25,Catania,easyJet,DS1117,Departed 19:36,,26-10-24 23:55
Departures,17:55,,Porto,easyJet,DS1275,Departed 18:03,,26-10-24 23:55
Departures,18:15,,Pristina,easyJet,DS1207,Departed 18:19,,26-10-24 23:55
Departures,18:20,,Frankfurt,Lufthansa,LH1207,Departed 18:29,,26-10-24 23:55
Departures,18:25,,Amsterdam,KLM,KL1948,Departed 18:40,,26-10-24 23:55
Departures,18:35,,Ibiza,easyJet,DS1017,Departed 18:37,,26-10-24 23:55
Departures,18:40,,Paris Charles De Gaulle,Air France,AF1393,Departed 18:52,,26-10-24 23:55
Departures,18:40,,Olbia,easyJet,DS1107,Departed 18:45,,26-10-24 23:55
Departures,18:55,,Antalya,SunExpress,XQ211,Departed 19:12,,26-10-24 23:55
Departures,18:55,,Istanbul,Turkish Airlines,TK1926,Departed 19:01,,26-10-24 23:55
Departures,19:55,,Lisbon,easyJet,EC7648,Departed 20:01,,26-10-24 23:55
Departures,20:15,,Doha,Qatar Airways,QR8096,Cancelled,Cargo,26-10-24 23:55
Departures,20:30,,Pristina,GP Aviation,IV803,Departed 20:37,,26-10-24 23:55
Departures,20:30,,Amsterdam,easyJet,EC7864,Departed 20:34,,26-10-24 23:55
Departures,20:40,,Leipzig,European Air Transport / DHL,QY4911,Departed 20:38,Cargo,26-10-24 23:55
Departures,20:45,,Skopje,Wizz Air,W64732,Departed 20:55,,26-10-24 23:55
Departures,20:50,21:20,Gran Canaria,easyJet,DS1019,Departed 21:38,,26-10-24 23:55
Departures,20:50,,Budapest,Wizz Air,W62268,Departed 21:11,,26-10-24 23:55
Departures,21:00,,Belgrade,Wizz Air,W64052,Departed 20:53,,26-10-24 23:55
Departures,21:00,22:05,Barcelona,easyJet,EC7104,Departed 22:18,,26-10-24 23:55
Departures,21:15,21:35,Porto,easyJet,EC7734,Departed 22:01,,26-10-24 23:55
Departures,22:00,22:30,Alicante,easyJet,EC5542,Departed 23:36,,26-10-24 23:55
