Date Scraped,Type,LocalAirport,Origin/Destination,Airline,Status,Expected,Actual,Delay
2024-11-03 23:55:20,Arrivals,Basel,Athens,easyJet,Landed,2000-01-01 12:16:00,2000-01-01 12:12:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Pristina,GP Aviation,Landed,2000-01-01 13:01:00,2000-01-01 12:57:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Budapest,Wizz Air,Landed,2000-01-01 12:43:00,2000-01-01 12:40:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Frankfurt,Lufthansa,Landed,2000-01-01 13:22:00,2000-01-01 13:19:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Malaga,easyJet,Landed,2000-01-01 13:37:00,2000-01-01 13:35:00,-2.0
2024-11-03 23:55:20,Arrivals,Basel,Algiers,Air Alg̩rie,Landed,2000-01-01 13:42:00,2000-01-01 13:39:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Paris Charles De Gaulle,Air France,Landed,2000-01-01 14:18:00,2000-01-01 14:14:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Marrakech,easyJet,Landed,2000-01-01 14:34:00,2000-01-01 14:31:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Istanbul Sabiha G̦kcen,Ajet,Landed,2000-01-01 14:09:00,2000-01-01 14:06:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Krakow,easyJet,Landed,2000-01-01 14:26:00,2000-01-01 14:22:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Warsaw,Wizz Air,Landed,2000-01-01 14:47:00,2000-01-01 14:44:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Gran Canaria,Enter Air,Landed,2000-01-01 15:26:00,2000-01-01 15:22:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Cagliari,easyJet,Landed,2000-01-01 14:37:00,2000-01-01 14:33:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Skopje,Wizz Air,Landed,2000-01-01 14:54:00,2000-01-01 14:51:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Bucharest,Wizz Air,Landed,2000-01-01 15:11:00,2000-01-01 15:06:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,Naples,easyJet,Landed,2000-01-01 15:17:00,2000-01-01 15:13:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Istanbul Sabiha G̦kcen,Pegasus Airlines,Landed,2000-01-01 15:14:00,2000-01-01 15:10:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Cluj,Wizz Air,Landed,2000-01-01 16:49:00,2000-01-01 16:46:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,London Heathrow,British Airways,Landed,2000-01-01 15:43:00,2000-01-01 15:38:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,Palma,easyJet,Landed,2000-01-01 16:21:00,2000-01-01 16:16:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,Pristina,easyJet,Landed,2000-01-01 16:04:00,2000-01-01 15:57:00,-7.0
2024-11-03 23:55:20,Arrivals,Basel,Antalya,Pegasus Airlines,Landed,2000-01-01 17:06:00,2000-01-01 17:05:00,-1.0
2024-11-03 23:55:20,Arrivals,Basel,Tirana,Wizz Air,Landed,2000-01-01 17:54:00,2000-01-01 17:50:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Copenhagen,easyJet,Landed,2000-01-01 16:23:00,2000-01-01 16:20:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Turin,Netjets,Landed,2000-01-01 16:56:00,2000-01-01 16:51:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,Rome,easyJet,Landed,2000-01-01 16:42:00,2000-01-01 16:38:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Venice,easyJet,Landed,2000-01-01 16:47:00,2000-01-01 16:42:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,Warsaw,VistaJet,Landed,2000-01-01 16:31:00,2000-01-01 16:26:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,Antalya,SunExpress,Landed,2000-01-01 17:03:00,2000-01-01 16:59:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Alicante,easyJet,Landed,2000-01-01 18:01:00,2000-01-01 17:56:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,Istanbul,Turkish Airlines,Landed,2000-01-01 16:58:00,2000-01-01 16:54:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Amsterdam,KLM,Landed,2000-01-01 17:17:00,2000-01-01 17:14:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,London Heathrow,British Airways,Landed,2000-01-01 18:04:00,2000-01-01 18:00:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Enfidha,easyJet,Landed,2000-01-01 17:31:00,2000-01-01 17:25:00,-6.0
2024-11-03 23:55:20,Arrivals,Basel,Frankfurt,Lufthansa,Landed,2000-01-01 17:57:00,2000-01-01 17:54:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Bordeaux,easyJet,Landed,2000-01-01 17:51:00,2000-01-01 17:46:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,Palermo,easyJet,Landed,2000-01-01 18:06:00,2000-01-01 18:02:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,London Stansted,Ryanair,Landed,2000-01-01 18:29:00,2000-01-01 18:25:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Prague,easyJet,Landed,2000-01-01 18:17:00,2000-01-01 18:13:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Ajaccio,easyJet,Landed,2000-01-01 18:14:00,2000-01-01 18:09:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,London Gatwick,easyJet,Landed,2000-01-01 18:36:00,2000-01-01 18:28:00,-8.0
2024-11-03 23:55:20,Arrivals,Basel,Munich,Lufthansa,Landed,2000-01-01 19:46:00,2000-01-01 19:41:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,Pristina,GP Aviation,Landed,2000-01-01 19:26:00,2000-01-01 19:22:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Amsterdam,easyJet,Landed,2000-01-01 20:13:00,2000-01-01 20:08:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,Nis,Wizz Air,Landed,2000-01-01 20:17:00,2000-01-01 20:13:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Manchester,easyJet,Landed,2000-01-01 21:33:00,2000-01-01 21:28:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,London Gatwick,easyJet,Landed,2000-01-01 21:07:00,2000-01-01 21:02:00,-5.0
2024-11-03 23:55:20,Arrivals,Basel,Malaga,easyJet,Landed,2000-01-01 22:01:00,2000-01-01 21:59:00,-2.0
2024-11-03 23:55:20,Arrivals,Basel,Frankfurt,Lufthansa,Landed,2000-01-01 21:26:00,2000-01-01 21:22:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,London Heathrow,British Airways,Landed,2000-01-01 21:56:00,2000-01-01 21:52:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Amsterdam,KLM,Landed,2000-01-01 21:58:00,2000-01-01 21:55:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Montpellier,easyJet,Landed,2000-01-01 22:06:00,2000-01-01 22:02:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Pristina,Chair Airlines,Landed,2000-01-01 22:16:00,2000-01-01 22:13:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Rome,easyJet,Landed,2000-01-01 22:29:00,2000-01-01 22:26:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Hamburg,easyJet,Landed,2000-01-01 22:24:00,2000-01-01 22:22:00,-2.0
2024-11-03 23:55:20,Arrivals,Basel,Berlin,easyJet,Landed,2000-01-01 22:49:00,2000-01-01 22:45:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Nice,easyJet,Landed,2000-01-01 22:39:00,2000-01-01 22:36:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Heraklion,Enter Air,Landed,2000-01-01 22:36:00,2000-01-01 22:34:00,-2.0
2024-11-03 23:55:20,Arrivals,Basel,Madrid,easyJet,Landed,2000-01-01 23:01:00,2000-01-01 22:58:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Budapest,easyJet,Landed,2000-01-01 22:19:00,2000-01-01 22:16:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Porto,easyJet,Landed,2000-01-01 23:39:00,2000-01-01 23:36:00,-3.0
2024-11-03 23:55:20,Arrivals,Basel,Heraklion,easyJet,Landed,2000-01-01 22:21:00,2000-01-01 22:19:00,-2.0
2024-11-03 23:55:20,Arrivals,Basel,Tenerife,easyJet,Landed,2000-01-01 22:42:00,2000-01-01 22:38:00,-4.0
2024-11-03 23:55:20,Arrivals,Basel,Pristina,easyJet,Landed,2000-01-01 22:44:00,2000-01-01 22:40:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Leipzig,European Air Transport / DHL,Landed,2000-01-01 05:03:00,2000-01-01 05:00:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Milan,European Air Transport / DHL,Landed,2000-01-01 05:27:00,2000-01-01 05:25:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Cologne Bonn,Sprintair,Landed,2000-01-01 05:49:00,2000-01-01 05:47:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Antalya,SunExpress,Landed,2000-01-01 07:22:00,2000-01-01 07:18:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Belgrade,Wizz Air,Landed,2000-01-01 07:52:00,2000-01-01 07:47:00,-5.0
2024-11-04 23:55:03,Arrivals,Basel,Munich,Lufthansa,Landed,2000-01-01 08:58:00,2000-01-01 08:55:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Sofia,Wizz Air,Landed,2000-01-01 08:36:00,2000-01-01 08:32:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Nice,easyJet,Landed,2000-01-01 09:02:00,2000-01-01 08:57:00,-5.0
2024-11-04 23:55:03,Arrivals,Basel,Skopje,Wizz Air,Landed,2000-01-01 08:53:00,2000-01-01 08:50:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Porto,easyJet,Landed,2000-01-01 09:42:00,2000-01-01 09:37:00,-5.0
2024-11-04 23:55:03,Arrivals,Basel,Vienna,Austrian Airlines,Landed,2000-01-01 09:38:00,2000-01-01 09:35:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Paris Charles De Gaulle,Air France,Landed,2000-01-01 09:28:00,2000-01-01 09:25:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Berlin,easyJet,Landed,2000-01-01 09:13:00,2000-01-01 09:09:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Salzburg,Airlink,Landed,2000-01-01 09:53:00,2000-01-01 09:49:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Hamburg,easyJet,Landed,2000-01-01 09:31:00,2000-01-01 09:28:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Nantes,easyJet,Landed,2000-01-01 10:16:00,2000-01-01 10:12:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,London Heathrow,British Airways,Landed,2000-01-01 11:21:00,2000-01-01 11:18:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Istanbul,Turkish Airlines,Landed,2000-01-01 09:44:00,2000-01-01 09:42:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Casablanca,Air Arabia Maroc,Landed,2000-01-01 10:08:00,2000-01-01 10:04:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Frankfurt,Lufthansa,Landed,2000-01-01 11:11:00,2000-01-01 11:07:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Amsterdam,easyJet,Landed,2000-01-01 09:54:00,2000-01-01 09:52:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Dole,Ryanair,Landed,2000-01-01 10:30:00,2000-01-01 10:26:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Barcelona,easyJet,Landed,2000-01-01 15:07:00,2000-01-01 15:04:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Amsterdam,KLM,Landed,2000-01-01 10:39:00,2000-01-01 10:36:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,London Gatwick,easyJet,Landed,2000-01-01 10:59:00,2000-01-01 10:56:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Istanbul Sabiha G̦kcen,Pegasus Airlines,Landed,2000-01-01 12:11:00,2000-01-01 12:07:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Kortrijk,Abelag,Landed,2000-01-01 12:08:00,2000-01-01 12:04:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Madrid,easyJet,Landed,2000-01-01 12:14:00,2000-01-01 12:08:00,-6.0
2024-11-04 23:55:03,Arrivals,Basel,Malta,easyJet,Landed,2000-01-01 11:57:00,2000-01-01 11:54:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Malaga,easyJet,Landed,2000-01-01 11:48:00,2000-01-01 11:46:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Dubai,Flydubai,Landed,2000-01-01 11:51:00,2000-01-01 11:49:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Munich,Lufthansa,Landed,2000-01-01 12:57:00,2000-01-01 12:53:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Dublin,Ryanair,Landed,2000-01-01 12:41:00,2000-01-01 12:37:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Rome Ciampino,Globe Air,Landed,2000-01-01 12:59:00,2000-01-01 12:56:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Frankfurt,Lufthansa,Landed,2000-01-01 13:29:00,2000-01-01 13:26:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Istanbul Sabiha G̦kcen,Ajet,Landed,2000-01-01 13:01:00,2000-01-01 12:59:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Zagreb,Ryanair,Landed,2000-01-01 13:16:00,2000-01-01 13:14:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Banja Luka,Wizz Air,Landed,2000-01-01 13:06:00,2000-01-01 13:03:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Split,easyJet,Landed,2000-01-01 13:21:00,2000-01-01 13:17:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Lisbon,easyJet,Landed,2000-01-01 13:26:00,2000-01-01 13:23:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Izmir,SunExpress,Landed,2000-01-01 13:14:00,2000-01-01 13:11:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Bristol,easyJet,Landed,2000-01-01 13:39:00,2000-01-01 13:35:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Budapest,Wizz Air,Landed,2000-01-01 13:23:00,2000-01-01 13:20:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Geneva,easyJet,Landed,2000-01-01 13:41:00,2000-01-01 13:39:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Tuzla,Wizz Air,Landed,2000-01-01 13:48:00,2000-01-01 13:45:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Paris Charles De Gaulle,Air France,Landed,2000-01-01 14:11:00,2000-01-01 14:08:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Rome,easyJet,Landed,2000-01-01 14:04:00,2000-01-01 14:00:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Hurghada,Air Cairo,Landed,2000-01-01 15:23:00,2000-01-01 15:22:00,-1.0
2024-11-04 23:55:03,Arrivals,Basel,Nice,easyJet,Landed,2000-01-01 14:51:00,2000-01-01 14:48:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,London Heathrow,British Airways,Landed,2000-01-01 14:48:00,2000-01-01 14:46:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Iasi,Wizz Air,Landed,2000-01-01 14:41:00,2000-01-01 14:38:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Budapest,easyJet,Landed,2000-01-01 19:29:00,2000-01-01 19:27:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Istanbul Sabiha G̦kcen,Pegasus Airlines,Landed,2000-01-01 15:18:00,2000-01-01 15:13:00,-5.0
2024-11-04 23:55:03,Arrivals,Basel,Edinburgh,easyJet,Landed,2000-01-01 15:29:00,2000-01-01 15:25:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Palma,easyJet,Landed,2000-01-01 15:37:00,2000-01-01 15:34:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Seville,easyJet,Landed,2000-01-01 16:46:00,2000-01-01 16:42:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Naples,easyJet,Landed,2000-01-01 16:02:00,2000-01-01 15:59:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Bucharest,Wizz Air,Landed,2000-01-01 16:39:00,2000-01-01 16:36:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Tirana,Wizz Air,Landed,2000-01-01 16:14:00,2000-01-01 16:09:00,-5.0
2024-11-04 23:55:03,Arrivals,Basel,Toulouse,easyJet,Landed,2000-01-01 16:29:00,2000-01-01 16:26:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Bari,easyJet,Landed,2000-01-01 17:06:00,2000-01-01 17:02:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Istanbul,Turkish Airlines,Landed,2000-01-01 16:49:00,2000-01-01 16:45:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Barcelona,Vueling,Landed,2000-01-01 17:44:00,2000-01-01 17:41:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Amsterdam,KLM,Landed,2000-01-01 17:47:00,2000-01-01 17:44:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Valencia,easyJet,Landed,2000-01-01 18:23:00,2000-01-01 18:19:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Catania,easyJet,Landed,2000-01-01 18:12:00,2000-01-01 18:08:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Barcelona,easyJet,Landed,2000-01-01 19:17:00,2000-01-01 19:13:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Frankfurt,Lufthansa,Landed,2000-01-01 17:59:00,2000-01-01 17:56:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Copenhagen,easyJet,Landed,2000-01-01 18:04:00,2000-01-01 18:02:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Rome,easyJet,Landed,2000-01-01 18:29:00,2000-01-01 18:27:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Palma,easyJet,Landed,2000-01-01 18:41:00,2000-01-01 18:38:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,London Heathrow,British Airways,Landed,2000-01-01 19:11:00,2000-01-01 19:09:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Doha,Qatar Airways,Landed,2000-01-01 19:26:00,2000-01-01 19:24:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Pristina,GP Aviation,Landed,2000-01-01 19:31:00,2000-01-01 19:29:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Munich,Lufthansa,Landed,2000-01-01 19:34:00,2000-01-01 19:32:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Vienna,Austrian Airlines,Landed,2000-01-01 19:37:00,2000-01-01 19:35:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,London Gatwick,easyJet,Landed,2000-01-01 20:34:00,2000-01-01 20:31:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Barcelona,easyJet,Landed,2000-01-01 22:39:00,2000-01-01 22:37:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Manchester,easyJet,Landed,2000-01-01 20:56:00,2000-01-01 20:52:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Frankfurt,Lufthansa,Landed,2000-01-01 21:32:00,2000-01-01 21:28:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Paris Charles De Gaulle,FedEx,Landed,2000-01-01 22:06:00,2000-01-01 22:03:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Geneva,FedEx,Landed,2000-01-01 21:49:00,2000-01-01 21:45:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Amsterdam,KLM,Landed,2000-01-01 22:11:00,2000-01-01 22:08:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Alicante,easyJet,Landed,2000-01-01 21:53:00,2000-01-01 21:50:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,London Heathrow,British Airways,Landed,2000-01-01 22:22:00,2000-01-01 22:19:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Malaga,easyJet,Landed,2000-01-01 22:27:00,2000-01-01 22:23:00,-4.0
2024-11-04 23:55:03,Arrivals,Basel,Berlin,easyJet,Landed,2000-01-01 22:29:00,2000-01-01 22:27:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Prague,easyJet,Landed,2000-01-01 22:46:00,2000-01-01 22:44:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Budapest,easyJet,Landed,2000-01-01 22:49:00,2000-01-01 22:48:00,-1.0
2024-11-04 23:55:03,Arrivals,Basel,Athens,easyJet,Landed,2000-01-01 22:34:00,2000-01-01 22:32:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Porto,easyJet,Landed,2000-01-01 23:24:00,2000-01-01 23:21:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Pristina,easyJet,Landed,2000-01-01 22:42:00,2000-01-01 22:41:00,-1.0
2024-11-04 23:55:03,Arrivals,Basel,Hamburg,easyJet,Landed,2000-01-01 22:54:00,2000-01-01 22:52:00,-2.0
2024-11-04 23:55:03,Arrivals,Basel,Marrakech,easyJet,Landed,2000-01-01 23:14:00,2000-01-01 23:09:00,-5.0
2024-11-04 23:55:03,Arrivals,Basel,Lamezia,easyJet,Landed,2000-01-01 23:34:00,2000-01-01 23:31:00,-3.0
2024-11-04 23:55:03,Arrivals,Basel,Malta,Zimex Aviation,Landed,2000-01-01 23:08:00,2000-01-01 23:04:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Paris Charles De Gaulle,FedEx,Landed,2000-01-01 05:28:00,2000-01-01 05:26:00,-2.0
2024-11-05 23:55:04,Arrivals,Basel,Liege,FedEx,Landed,2000-01-01 05:17:00,2000-01-01 05:13:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Brussels,European Air Transport / DHL,Landed,2000-01-01 05:21:00,2000-01-01 05:16:00,-5.0
2024-11-05 23:55:04,Arrivals,Basel,Cologne Bonn,Sprintair,Landed,2000-01-01 05:08:00,2000-01-01 05:04:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Cologne Bonn,Sprintair,Landed,2000-01-01 05:38:00,2000-01-01 05:34:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Leipzig,European Air Transport / DHL,Landed,2000-01-01 05:53:00,2000-01-01 05:49:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Cologne Bonn,European Air Transport / DHL,Landed,2000-01-01 06:11:00,2000-01-01 06:07:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Munich,Lufthansa,Landed,2000-01-01 09:42:00,2000-01-01 09:39:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Skopje,Wizz Air,Landed,2000-01-01 08:43:00,2000-01-01 08:39:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Barcelona,easyJet,Landed,2000-01-01 09:07:00,2000-01-01 09:02:00,-5.0
2024-11-05 23:55:04,Arrivals,Basel,Vienna,Austrian Airlines,Landed,2000-01-01 09:21:00,2000-01-01 09:16:00,-5.0
2024-11-05 23:55:04,Arrivals,Basel,Paris Charles De Gaulle,Air France,Landed,2000-01-01 09:48:00,2000-01-01 09:44:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Lisbon,easyJet,Landed,2000-01-01 09:32:00,2000-01-01 09:29:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Berlin,easyJet,Landed,2000-01-01 09:34:00,2000-01-01 09:31:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Istanbul,Turkish Airlines,Landed,2000-01-01 09:44:00,2000-01-01 09:41:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Constantine,Air Alg̩rie,Landed,2000-01-01 11:13:00,2000-01-01 11:10:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Djerba,Nouvelair,Landed,2000-01-01 10:04:00,2000-01-01 10:01:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Rabat Sale,Air Arabia Maroc,Landed,2000-01-01 14:52:00,2000-01-01 14:49:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Frankfurt,Lufthansa,Landed,2000-01-01 10:22:00,2000-01-01 10:18:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Venice,easyJet,Landed,2000-01-01 10:06:00,2000-01-01 10:03:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Porto,easyJet,Landed,2000-01-01 10:09:00,2000-01-01 10:05:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Amsterdam,KLM,Landed,2000-01-01 10:38:00,2000-01-01 10:34:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,London Gatwick,easyJet,Landed,2000-01-01 10:54:00,2000-01-01 10:52:00,-2.0
2024-11-05 23:55:04,Arrivals,Basel,Pristina,Chair Airlines,Landed,2000-01-01 10:51:00,2000-01-01 10:46:00,-5.0
2024-11-05 23:55:04,Arrivals,Basel,Manchester,easyJet,Landed,2000-01-01 10:53:00,2000-01-01 10:49:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Madrid,easyJet,Landed,2000-01-01 11:22:00,2000-01-01 11:18:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Istanbul Sabiha G̦kcen,Pegasus Airlines,Landed,2000-01-01 11:26:00,2000-01-01 11:23:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Budapest,easyJet,Landed,2000-01-01 13:21:00,2000-01-01 13:19:00,-2.0
2024-11-05 23:55:04,Arrivals,Basel,Rome,easyJet,Landed,2000-01-01 13:24:00,2000-01-01 13:21:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Kayseri,SunExpress,Landed,2000-01-01 12:29:00,2000-01-01 12:26:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Budapest,Wizz Air,Landed,2000-01-01 12:21:00,2000-01-01 12:18:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Pristina,easyJet,Landed,2000-01-01 12:26:00,2000-01-01 12:23:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Santiago,easyJet,Landed,2000-01-01 12:32:00,2000-01-01 12:28:00,-4.0
2024-11-05 23:55:04,Arrivals,Basel,Antalya,SunExpress,Landed,2000-01-01 12:49:00,2000-01-01 12:46:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Frankfurt,Lufthansa,Landed,2000-01-01 13:31:00,2000-01-01 13:28:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Bastia,easyJet,Landed,2000-01-01 13:06:00,2000-01-01 13:03:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Paris Charles De Gaulle,Air France,Landed,2000-01-01 14:16:00,2000-01-01 14:13:00,-3.0
2024-11-05 23:55:04,Arrivals,Basel,Marrakech,easyJet,Landed,2000-01-01 13:57:00,2000-01-01 13:55:00,-2.0
